time,meas
0,-0.3186718083880027
1,-1.1940936032565899
2,-1.2614286811000834
3,-1.2051009468037304
4,-0.9888351234619672
5,-0.594230591000702
6,-0.03484067273222351
7,-0.9504389782709407
8,-1.4402037980562927
9,-0.7792098349024472
10,-1.4475787294202038
11,-1.1759493893789965
12,-0.7777420832256378
13,-0.25640985811329053
14,-0.9684260105966777
15,-0.7084375341467616
16,-0.8441009680958376
17,-0.4212016615592038
18,-0.9696030413622825
19,-1.059181361757217
20,-0.830126664149129
21,-0.34244998921524333
22,-0.01525699028401272
23,-0.5071491107533322
24,-0.13302460373000458
25,0.051423151990762625
26,-0.14027654009914517
27,0.1794573279642043
28,1.0546081017090738
29,0.7755367279577766
30,0.2998710952910772
31,0.0395948466913064
32,0.03674730594441915
33,0.43402578476378456
34,-0.4082409044658706
35,-0.22626242970397692
36,0.3598010537302822
37,0.7537559742114536
38,0.8734620811434224
39,1.1994879275396
40,0.19039748885885296
41,-0.79611611394801
42,-0.03508426030998398
43,-0.1425764476644543
44,-0.439573783578768
45,0.3600026240246449
46,0.3831259591282535
47,0.7236581278477644
48,0.33613652370012626
49,-0.7853580357339481
50,-1.772862054696363
51,-2.404402173827866
52,-1.1187498352607363
53,0.3894836980218105
54,-0.10732361678586447
55,-0.2008255321409965
56,-0.2029386036040383
57,-0.5648650422138067
58,0.23769594421237222
59,-0.5761197611040749
60,0.8359163119468125
61,0.04919278594270109
62,-0.3715858335717171
63,-0.4106979282763596
64,0.5044203993305962
65,-0.04427820362725403
66,0.0795865894901291
67,1.2637753076723464
68,1.7362116157830445
69,0.1766549223838124
70,0.7137431714271869
71,0.3427208703270991
72,-0.33094225356228113
73,-0.25323812482756863
74,-0.7648122464763081
75,0.19121088589479032
76,1.3106383779793247
77,0.9879939965570007
78,1.3057113814952668
79,0.8384352476214373
80,0.696066174718116
81,1.7190940039880684
82,1.000127094657492
83,0.8953714736414479
84,0.9941887868922321
85,0.386812803097084
86,0.3140584267811992
87,1.1619275745192914
88,0.90271662072722
89,0.36174879178961544
90,0.7247628242040621
91,0.8344013188490204
92,0.9038125363974803
93,0.8709994061816899
94,1.1257736020942481
95,0.7580508137297195
96,0.43135055184310295
97,0.24288520818365578
98,0.5400783221576948
99,0.1206396469066264
100,0.669769784464034
101,1.0596737972890318
102,1.0799558244169476
103,1.2214102915856624
104,0.7866700183066705
105,0.0028585033248881456
106,0.1155164425669252
107,0.0401261168801778
108,-0.6586844398597662
109,-0.36525987224342044
110,-0.07216437552822509
111,-0.574210504611622
112,-0.6682076897071755
113,-0.490906491923439
114,-1.305123380371685
115,-0.7118772786374025
116,-0.7894361323180457
117,-1.145417700738184
118,-0.06515055543866392
119,-0.2280689186212248
120,0.16104922376560363
121,0.2317283757055534
122,0.6202639432603997
123,-1.101495061027361
124,-0.6339613314950774
125,-0.7793242548312229
126,-0.5282110065723521
127,-0.4465950325708668
128,0.06895932711204697
129,0.24637160263476007
130,1.301208281357784
131,2.685865989956118
132,2.5150229879470962
133,1.9962628255552388
134,1.744504708583796
135,1.6740097629281083
136,1.174673170735675
137,1.551748299235373
138,1.358436698105852
139,1.3619909844549007
140,1.379303702955419
141,2.0408742230327803
142,0.500383281546729
143,0.343299551837725
144,0.2697111038451943
145,1.2224506221328943
146,0.7832906804260856
147,0.7119367554351262
148,0.22606896383163597
149,0.08494705279889668
150,0.0033793797301370576
151,1.3061971199369333
152,1.23282251928013
153,2.241471586877052
154,1.0040774726888735
155,1.8127954600030192
156,1.5053448020157745
157,2.3656470401882763
158,1.0932811505471332
159,1.2775378950273546
160,0.9308587833151061
161,1.1527541265319359
162,1.9204156026587529
163,1.2545194010245682
164,0.9479968831049628
165,0.1614213166752443
166,0.13405926430867013
167,1.0111272774310747
168,0.8467787750475851
169,1.1654092994430005
170,0.5191371368998229
171,0.14860469399850224
172,1.021467985544004
173,1.6096076552558312
174,0.2635355614289406
175,0.2819109833099121
176,0.33754159310441284
177,0.9181030647698953
178,1.425713102059129
179,0.9873253562385111
180,0.6576886894427069
181,0.9441647213525289
182,1.152018651842992
183,1.2740861091555646
184,1.6483698761582966
185,2.393933222245602
186,1.5882056825661728
187,1.9399262929437606
188,3.332813720427917
189,2.716978270849955
190,2.449839924814882
191,1.2326699812326047
192,1.1533421091263152
193,1.7827167068950844
194,1.869059043410264
195,1.8536684996335409
196,1.6332867202500583
197,1.6309475613305628
198,1.1871156818913031
199,1.0249593826019174
200,1.3003307441142664
201,1.3627861032421886
202,1.5126745744874297
203,1.8937902114617389
204,0.7386193991065233
205,0.6155830026169834
206,1.0642061913912186
207,0.12343531638532461
208,0.8315281685287857
209,1.5707232421715411
210,1.9734923545234986
211,0.8999299829175099
212,-0.002766000436684957
213,1.7323415833876699
214,0.8068721850203928
215,1.2325491928226662
216,1.626236995730603
217,1.1657040313793383
218,0.7960933409185019
219,0.2623862033973587
220,0.4070640362819919
221,1.5576874163857828
222,1.0452646148088696
223,1.6266160695413658
224,0.7363229246957993
225,0.8837168872835673
226,0.8955640434624286
227,1.8307458941827033
228,1.612248011889437
229,1.0690239388854264
230,2.164926743117209
231,1.526676499448742
232,0.9431659826705276
233,1.5152349280741393
234,0.9534200677397102
235,1.2845881457886803
236,0.21923030162491824
237,-0.716770452227428
238,-0.7540752755144907
239,-0.7739851543216287
240,0.4480110171639255
241,0.5684294008903894
242,1.1819039071478228
243,1.0779917516136315
244,1.9595567144591284
245,1.6261600678566164
246,1.9468214250319509
247,2.6210270987030615
248,1.04136971864292
249,1.64765498593398
250,0.9499242726679489
251,0.5761626601797456
252,1.2386987235391207
253,0.015809579878714917
254,0.654437350981866
255,0.06346237205565902
256,0.6993197982949994
257,0.11011138092429729
258,0.9080841610438761
259,0.8453553052663386
260,0.17964005433464197
261,-0.9598945681483341
262,-0.28987997219506145
263,0.31958424442037203
264,-2.2059735017655964
265,-1.47283666514184
266,-0.9006701458341728
267,-1.1200722875327205
268,-0.6296612683093994
269,-0.05750047457080275
270,0.2592537250166434
271,0.5159277208470046
272,-0.05288951060261991
273,-0.2363086674109061
274,0.6269615912137649
275,0.2684738312151655
276,0.6413974637818715
277,0.48746293909491795
278,0.7634747212940246
279,0.5006357769709057
280,0.5690475080885241
281,1.0323283858931145
282,1.530169686347786
283,1.8964968740566388
284,1.4661761711063777
285,1.374394412183243
286,1.3399332521081984
287,0.7775200081748409
288,1.6581106050901087
289,1.0837360206096192
290,0.7380605253542322
291,1.2701128943757412
292,1.2704752038444656
293,1.032570520504099
294,0.672154965448603
295,1.7684346583211847
296,0.6774226121802065
297,0.5552345489787882
298,1.3541328720111978
299,-0.13923218984498648
300,0.8703998290461287
301,1.0719362121363185
302,2.3558169662007193
303,0.943725204629747
304,0.9469018735590455
305,1.3312725006078268
306,1.4419784911814415
307,1.186731562012298
308,0.537329333778503
309,0.7436763398025308
310,0.4738285491261628
311,-0.025879511272797747
312,0.11780436170833952
313,0.20663163225759906
314,1.203458910681626
315,0.570931101396927
316,0.8870247084741885
317,0.2803886053073561
318,0.5622644265573122
319,1.2660665881361133
320,1.0286377311218682
321,1.2361633965119516
322,1.0767207426927194
323,1.22784767665364
324,2.4368523495942336
325,2.2291797123846924
326,2.3759900386291983
327,0.9716381995479167
328,-0.6473917497094913
329,-0.2772864851858512
330,0.8246717707154568
331,0.8348523131927124
332,0.7430486205942352
333,0.08232787224908263
334,0.7474974175566579
335,0.2593139823106421
336,0.5466491332355263
337,-0.19694159506149947
338,0.5930995746021499
339,1.920791878764478
340,0.17881386795050647
341,0.15574226331472868
342,-0.10458344060084565
343,-0.47183920670820806
344,-0.29442698627641756
345,1.4674613395407434
346,0.28464553346711174
347,1.1599171842151303
348,1.8384667736718119
349,1.4631733473653128
350,0.9239055692853054
351,0.6367738505287915
352,0.9638849261832928
353,0.7299139680228134
354,1.3177463013304949
355,1.0994129757665403
356,1.0650593124569512
357,0.8229555741116948
358,0.8707722501396348
359,0.9449149863871973
360,1.1506590380473303
361,1.6393775424613917
362,1.9960760947106595
363,1.4213701192216324
364,1.04973289026238
365,0.7977793930161715
366,0.6358662129212029
367,1.7215629006768487
368,1.6279243611354905
369,1.6699665289035286
370,1.843994212569416
371,0.5364014662019813
372,1.2344780238788018
373,0.8975614060580809
374,1.1713736278390596
375,1.1032191041647954
376,1.7070806662627476
377,0.4557454873094109
378,1.5632733292692194
379,1.4185113048526112
380,1.0337416945633169
381,1.4399301025954692
382,0.6199623169413432
383,0.9184101362911633
384,1.250657320932656
385,1.5642822951318038
386,0.6768818173614422
387,0.5028916174339354
388,0.6426851041951496
389,1.6973735166543418
390,1.6731893501949011
391,2.2670729594867822
392,2.254894764147396
393,1.7928348922684816
394,1.339698640684245
395,1.5208721516379315
396,2.5710840199963454
397,2.3656526874388746
398,1.7964262884816706
399,1.8930816906337458
400,2.025504865163297
401,2.0973064770393117
402,2.598873546573205
403,1.5634240805147872
404,0.839470997684881
405,1.2979596011368413
406,1.744956922624558
407,2.01929877604452
408,0.6740226972094988
409,0.35573254156347245
410,1.1560653019924085
411,0.8389155579926078
412,0.8837238678549171
413,0.9595348342167493
414,1.4879640638925884
415,0.6253947226761958
416,0.6894533034203745
417,1.776157162113467
418,2.089717590003985
419,1.2823477096364784
420,1.7389510022464378
421,2.418205110038413
422,2.1418931874161746
423,2.203895130789703
424,1.6554157450218878
425,0.8973062964929965
426,0.404687430078441
427,1.802460147306213
428,1.5837851295904732
429,0.7835598164229204
430,1.4711104596361053
431,1.3607339593296808
432,1.4654024271422097
433,3.2570251891151667
434,2.071037363567147
435,1.4058239368992531
436,1.4850128475755442
437,1.335743274311716
438,1.311412480067912
439,1.0460422402522693
440,0.8534193402775168
441,1.0098641236833803
442,0.9026668245798708
443,1.4729070459781886
444,0.8212134379860441
445,0.22467116008323296
446,-0.536587254642169
447,-0.7277051957581622
448,-1.02929672598842
449,-0.8203563932498514
450,-0.00460822936518151
451,0.40630148294693424
452,0.5722025761504298
453,0.8461942778388605
454,0.7284388930118826
455,-0.6700772444279077
456,0.2676765670678084
457,0.360450833241556
458,0.47090796531510737
459,0.8030220806887428
460,0.28380045851819663
461,0.20772660924979977
462,-0.19160023833623985
463,-1.0321323024889666
464,0.32032784181926116
465,-0.16411142811572654
466,-1.2243278221538023
467,-0.9644121641936299
468,-0.2509265534879581
469,-0.031756820390563566
470,-0.1336895615672917
471,0.06850881714157327
472,-0.263533903395721
473,0.2988561002678894
474,0.0040857392506442256
475,-0.1423464496742969
476,-0.15116862159949673
477,1.0400970565408139
478,1.005022679573031
479,0.5949434478477054
480,0.5113354632016562
481,0.21222027680731803
482,-0.11414875682911507
483,0.290653037534274
484,0.5310179488173614
485,0.11017992164071128
486,0.512706490467989
487,0.6223131998749396
488,0.6696243877478617
489,0.5900386906311381
490,1.03672160526562
491,0.7957983882786497
492,0.659724917125838
493,0.979053754585324
494,0.5738501832704331
495,0.534187463460705
496,1.0194750983449805
497,0.3352075561132227
498,-0.46282208363533256
499,-0.4856154663859897
500,-0.5975996362209112
501,-0.6481884144001289
502,0.46118693049372067
503,0.09295133732790072
504,0.45353166819081536
505,0.07090557187679532
506,-0.5068814497748265
507,0.41479579939564715
508,0.3478718155878488
509,0.5772909843561534
510,-0.816998131015664
511,-0.3576616745468637
512,0.0904613190543341
513,-0.07739114631994369
514,0.04506721262764469
515,0.49858464336259073
516,-0.5008014707470979
517,-0.7500553408107994
518,-0.6580773986185444
519,-0.007117655487880567
520,-0.5103406964319219
521,-0.9644852273658371
522,-0.7628066376250968
523,-0.9594096795995772
524,-0.4776882598454232
525,1.0077746497553777
526,0.11132592778599412
527,-0.41569775060321146
528,0.5868872329107934
529,0.04509628162894589
530,1.8600145403312485
531,0.14898102874287394
532,0.7323456979663838
533,1.2675188092913081
534,1.4396922579850366
535,1.288428143553544
536,1.0275393914152193
537,2.070517245534181
538,1.25574246625967
539,1.131356044506192
540,2.2860799583903098
541,1.9228191806426056
542,1.876090207577024
543,1.6827592947014998
544,1.5759236083829264
545,0.9561428974234965
546,0.7102447524820907
547,1.445806365774818
