mod_id,det_id,hit_time
     1,     2,    287873
     1,     4,    287883
     1,     3,    440226
     1,     1,    440239
     1,     4,    440248
     1,     0,    605259
     1,     3,    605264
     1,     2,    605272
     1,     1,    605273
     1,     4,    605284
     1,     0,    644858
     1,     2,    644871
     1,     1,    644875
     1,     0,    762809
     1,     3,    762814
     1,     2,    762821
     1,     1,    762825
     1,     3,   1073777
     1,     3,   1119596
     1,     2,   1119602
     1,     0,   1516330
     1,     2,   1516343
     1,     1,   1516345
     1,     4,   1516353
     1,     1,   1591324
     1,     4,   1591334
     1,     0,   2031958
     1,     1,   2031978
     1,     4,   2031984
     1,     0,   2401087
     1,     2,   2401098
     1,     3,   2580404
     1,     1,   2580419
     1,     4,   2698685
     1,     3,   3502208
     1,     2,   3502209
     1,     1,   3502217
     1,     0,   3890136
     1,     1,   3890156
     1,     1,   4584566
     1,     4,   4584573
     1,     0,   5025508
     1,     3,   5025516
     1,     2,   5025522
     1,     1,   5025526
     1,     4,   5025534
     1,     3,   5869585
     1,     2,   5869592
     1,     1,   5869593
     1,     4,   5869601
     1,     2,   6003382
     1,     1,   6003385
     1,     0,   6477505
     1,     3,   6477519
     1,     1,   6477524
     1,     4,   6477531
     1,     3,   6743666
     1,     2,   6743669
     1,     0,   6783037
     1,     1,   6783058
     1,     0,   6980554
     1,     3,   6980566
     1,     2,   6980573
     1,     1,   6980574
     1,     4,   6980582
     1,     4,   7063973
     1,     0,   7154679
     1,     3,   7154686
     1,     2,   7154693
     1,     1,   7154693
     1,     4,   7154702
     1,     1,   7428797
     1,     2,   8164634
     1,     0,   8232367
     1,     2,   8232385
     1,     4,   8232397
     1,     0,   8469525
     1,     3,   8469536
     1,     4,   8469552
     1,     0,   8640125
     1,     0,   8754086
     1,     3,   8754096
     1,     2,   8754099
     1,     1,   8754106
     1,     0,   8898100
     1,     2,   8898110
     1,     1,   8898117
     1,     4,   8898124
     1,     0,   9745159
     1,     3,   9745170
     1,     2,   9745171
     1,     1,   9745175
     1,     4,   9745181
     1,     3,   9790885
     1,     3,  10224015
     1,     1,  10384784
     1,     3,  10475816
     1,     2,  10475822
     1,     1,  10475828
     1,     4,  10475831
     1,     0,  10477380
     1,     3,  10477388
     1,     1,  10477396
     1,     0,  10728620
     1,     1,  10728639
     1,     1,  11023855
     1,     4,  11023865
     1,     4,  11065472
     1,     0,  11176189
     1,     2,  11176199
     1,     1,  11176207
     1,     4,  11176215
     1,     0,  11351047
     1,     3,  11351056
     1,     2,  11351063
     1,     1,  11351068
     1,     4,  11351074
     1,     0,  11452517
     1,     1,  11452536
     1,     4,  11825362
     1,     1,  12182841
     1,     0,  12569287
     1,     3,  12569295
     1,     2,  12569300
     1,     1,  12569308
     1,     4,  12569313
     1,     3,  12592696
     1,     2,  12747697
     1,     1,  12747708
     1,     4,  12747711
     1,     0,  12758630
     1,     3,  12758636
     1,     1,  12758643
     1,     0,  12909479
     1,     3,  12909486
     1,     2,  12909493
     1,     1,  12909494
     1,     1,  13036545
     1,     0,  13790157
     1,     3,  13790163
     1,     2,  13790174
     1,     1,  13790175
     1,     4,  13790181
     1,     3,  13808684
     1,     4,  13808705
     1,     2,  13948709
     1,     1,  13948714
     1,     3,  14000586
     1,     2,  14000594
     1,     4,  14000603
     1,     0,  14121796
     1,     3,  14121806
     1,     0,  15029390
     1,     3,  15029393
     1,     2,  15029400
     1,     1,  15029406
     1,     4,  15029416
     1,     3,  15875174
     1,     4,  15875193
     1,     0,  16206606
     1,     3,  16206619
     1,     2,  16206622
     1,     1,  16206624
     1,     4,  16206639
     1,     4,  16593265
     1,     0,  17136362
     1,     3,  17136366
     1,     2,  17136370
     1,     4,  17136382
     1,     3,  17179745
     1,     4,  17179761
     1,     3,  18097366
     1,     3,  18225210
     1,     1,  18225217
     1,     0,  18737166
     1,     1,  18737185
     1,     0,  18801069
     1,     3,  18801075
     1,     4,  18801096
     1,     3,  19053156
     1,     1,  19053167
     1,     4,  19053174
     1,     3,  19427303
     1,     2,  19427312
     1,     4,  19427329
     1,     0,  19650438
     1,     2,  19650453
     1,     0,  19966287
     1,     0,  19994208
     1,     1,  19994229
     1,     4,  19994234
     1,     0,  20562898
     1,     1,  20562914
     1,     4,  20562926
     1,     1,  21319875
     1,     0,  21398418
     1,     1,  21398436
     1,     0,  21499019
     1,     2,  21499030
     1,     1,  21499037
     1,     1,  21740026
     1,     2,  22047420
     1,     1,  22047428
     1,     0,  22068447
     1,     1,  22068467
     1,     4,  22068475
     1,     0,  22235375
     1,     3,  22235385
     1,     2,  22235391
     1,     1,  22235396
     1,     4,  22235403
     1,     0,  22241579
     1,     4,  22241602
     1,     3,  22279987
     1,     0,  22601647
     1,     2,  22640930
     1,     1,  22640935
     1,     2,  22693458
     1,     0,  23043848
     1,     3,  23043855
     1,     2,  23043860
     1,     1,  23043866
     1,     4,  23043878
     1,     0,  23061497
     1,     3,  23061507
     1,     2,  23061511
     1,     1,  23061516
     1,     4,  23061522
     1,     0,  23242994
     1,     4,  23243023
     1,     0,  23261978
     1,     3,  23261988
     1,     2,  23261988
     1,     1,  23261998
     1,     4,  23262006
     1,     1,  23294618
     1,     3,  23331537
     1,     2,  23331541
     1,     1,  23331544
     1,     4,  23331555
     1,     0,  23493755
     1,     3,  23493766
     1,     2,  23493771
     1,     1,  23493776
     1,     4,  23493784
     1,     1,  24081025
     1,     3,  24724194
     1,     2,  24724200
     1,     4,  24724215
     1,     0,  24765657
     1,     3,  24765666
     1,     2,  24765668
     1,     4,  24765683
     1,     0,  24790893
     1,     3,  24790896
     1,     0,  24954030
     1,     3,  24954035
     1,     2,  24954038
     1,     1,  24954044
     1,     4,  24954055
     1,     0,  25385647
     1,     3,  25385654
     1,     2,  25385658
     1,     4,  25385676
     1,     2,  25725051
     1,     1,  25725059
     1,     0,  25897318
     1,     3,  25897323
     1,     1,  25897336
     1,     0,  25939087
     1,     3,  25939096
     1,     2,  25939099
     1,     1,  25939109
     1,     4,  25939116
     1,     0,  25964928
     1,     3,  25964936
     1,     2,  25964942
     1,     1,  25964947
     1,     4,  25964957
     1,     2,  26054888
     1,     1,  26054893
     1,     4,  26054901
     1,     0,  26057307
     1,     3,  26057316
     1,     1,  26057327
     1,     3,  26117176
     1,     2,  26117180
     1,     4,  26117195
     1,     0,  26226225
     1,     3,  26226237
     1,     1,  26226246
     1,     0,  26258107
     1,     3,  26258115
     1,     2,  26258121
     1,     1,  26258123
     1,     4,  26258135
     1,     0,  26406576
     1,     2,  26406593
     1,     1,  26406596
     1,     2,  26466391
     1,     1,  26466399
     1,     2,  26749611
