mod_id,det_id,hit_time
     2,     4,    287869
     2,     0,    440202
     2,     2,    440213
     2,     0,    605236
     2,     3,    605251
     2,     2,    605256
     2,     1,    605260
     2,     4,    605265
     2,     0,    644841
     2,     3,    644849
     2,     0,    762791
     2,     1,    762804
     2,     2,    762804
     2,     4,    762816
     2,     2,   1073764
     2,     4,   1073777
     2,     0,   1119568
     2,     2,   1119589
     2,     4,   1119600
     2,     0,   1516311
     2,     3,   1516320
     2,     2,   1516322
     2,     1,   1516329
     2,     4,   1516334
     2,     0,   1591289
     2,     2,   1591300
     2,     1,   1591307
     2,     2,   2031954
     2,     4,   2031964
     2,     3,   2401078
     2,     1,   2401084
     2,     2,   3502190
     2,     1,   3502196
     2,     3,   3890125
     2,     1,   3890136
     2,     3,   4788829
     2,     0,   5025492
     2,     3,   5025496
     2,     2,   5025500
     2,     1,   5025507
     2,     4,   5025516
     2,     3,   5156601
     2,     0,   5869561
     2,     3,   5869572
     2,     1,   5869575
     2,     4,   5869587
     2,     2,   6003360
     2,     1,   6003366
     2,     0,   6477487
     2,     3,   6477500
     2,     1,   6477506
     2,     2,   6477506
     2,     4,   6477521
     2,     0,   6743638
     2,     1,   6743654
     2,     2,   6743658
     2,     0,   6783023
     2,     3,   6783031
     2,     0,   6980540
     2,     3,   6980548
     2,     2,   6980554
     2,     1,   6980557
     2,     4,   6980567
     2,     0,   7154658
     2,     3,   7154666
     2,     2,   7154675
     2,     1,   7154678
     2,     4,   7154686
     2,     3,   7428770
     2,     0,   8232350
     2,     2,   8232362
     2,     1,   8232366
     2,     0,   8469510
     2,     4,   8469533
     2,     0,   8640107
     2,     1,   8640126
     2,     3,   8706929
     2,     1,   8706933
     2,     0,   8754069
     2,     2,   8754084
     2,     4,   8754096
     2,     0,   8898079
     2,     2,   8898092
     2,     1,   8898097
     2,     4,   8898109
     2,     3,   9455891
     2,     2,   9455894
     2,     2,   9497182
     2,     0,   9745139
     2,     3,   9745147
     2,     2,   9745153
     2,     1,   9745154
     2,     4,   9745166
     2,     0,   9790858
     2,     3,   9790869
     2,     0,   9792669
     2,     2,   9792684
     2,     0,  10384753
     2,     4,  10384776
     2,     0,  10475785
     2,     2,  10475805
     2,     4,  10475815
     2,     0,  10477359
     2,     3,  10477367
     2,     1,  10477377
     2,     4,  10477385
     2,     0,  10480720
     2,     0,  10728599
     2,     1,  10728615
     2,     0,  11023821
     2,     3,  11023828
     2,     1,  11023837
     2,     4,  11023848
     2,     0,  11065431
     2,     3,  11065442
     2,     1,  11065445
     2,     2,  11065445
     2,     4,  11065455
     2,     0,  11176167
     2,     3,  11176178
     2,     1,  11176187
     2,     4,  11176198
     2,     0,  11351033
     2,     3,  11351038
     2,     2,  11351040
     2,     1,  11351046
     2,     4,  11351055
     2,     0,  11452497
     2,     3,  11452508
     2,     2,  11825333
     2,     4,  11825349
     2,     3,  11953189
     2,     2,  11953191
     2,     2,  11983032
     2,     4,  12182825
     2,     0,  12569272
     2,     3,  12569277
     2,     2,  12569283
     2,     1,  12569288
     2,     4,  12569295
     2,     2,  12592687
     2,     4,  12592697
     2,     0,  12747668
     2,     3,  12747679
     2,     3,  12909469
     2,     2,  12909470
     2,     1,  12909475
     2,     4,  12909488
     2,     0,  13790137
     2,     3,  13790149
     2,     2,  13790154
     2,     1,  13790158
     2,     4,  13790167
     2,     1,  13808674
     2,     3,  13948687
     2,     4,  13948707
     2,     0,  14000558
     2,     3,  15029377
     2,     1,  15029386
     2,     2,  15029386
     2,     0,  16206590
     2,     3,  16206598
     2,     2,  16206601
     2,     1,  16206609
     2,     4,  16206617
     2,     0,  17136339
     2,     2,  17136352
     2,     1,  17136360
     2,     4,  17136368
     2,     3,  17179729
     2,     2,  17179730
     2,     1,  17179738
     2,     4,  17179745
     2,     4,  18097365
     2,     3,  18225188
     2,     2,  18225193
     2,     4,  18737180
     2,     2,  18801062
     2,     1,  18801067
     2,     3,  19053140
     2,     1,  19053147
     2,     2,  19176312
     2,     0,  19427278
     2,     3,  19427288
     2,     1,  19427300
     2,     4,  19427308
     2,     0,  19966271
     2,     3,  19994199
     2,     2,  19994203
     2,     3,  20562888
     2,     1,  20562900
     2,     4,  20562907
     2,     3,  21319849
     2,     4,  21319869
     2,     2,  21398412
     2,     1,  21398420
     2,     4,  21499027
     2,     2,  21740003
     2,     1,  21740007
     2,     0,  22047388
     2,     3,  22047399
     2,     2,  22047404
     2,     4,  22047418
     2,     1,  22052735
     2,     4,  22052744
     2,     2,  22068446
     2,     4,  22068455
     2,     0,  22235358
