mod_id,det_id,hit_time
     0,     3,    287827
     0,     0,    440181
     0,     3,    440192
     0,     4,    440208
     0,     3,    605229
     0,     2,    605232
     0,     0,    644822
     0,     3,    644830
     0,     1,    644840
     0,     4,    644845
     0,     3,    762781
     0,     2,    762785
     0,     4,    762799
     0,     2,   1073747
     0,     1,   1073749
     0,     4,   1073761
     0,     0,   1119552
     0,     0,   1516295
     0,     3,   1516300
     0,     1,   1516307
     0,     4,   1516319
     0,     0,   1591269
     0,     3,   1591279
     0,     1,   1591290
     0,     4,   1591298
     0,     3,   2031931
     0,     2,   2036353
     0,     0,   2401051
     0,     3,   2401057
     0,     2,   2401064
     0,     1,   2401067
     0,     2,   2580373
     0,     1,   2580377
     0,     1,   3502176
     0,     0,   3890100
     0,     3,   3890111
     0,     2,   3890111
     0,     3,   4584519
     0,     1,   4584527
     0,     2,   4788810
     0,     0,   5025469
     0,     3,   5025479
     0,     2,   5025483
     0,     1,   5025485
     0,     4,   5025497
     0,     3,   5156576
     0,     2,   5156588
     0,     0,   5869539
     0,     3,   5869547
     0,     2,   5869556
     0,     1,   5869557
     0,     4,   5869566
     0,     0,   6477471
     0,     3,   6477485
     0,     2,   6477486
     0,     1,   6477490
     0,     4,   6477494
     0,     1,   6783018
     0,     0,   6980521
     0,     3,   6980532
     0,     2,   6980534
     0,     1,   6980544
     0,     4,   6980548
     0,     1,   7063928
     0,     0,   7154638
     0,     3,   7154650
     0,     2,   7154651
     0,     1,   7154659
     0,     4,   7154667
     0,     4,   7428771
     0,     0,   8232332
     0,     1,   8232350
     0,     4,   8232359
     0,     0,   8469493
     0,     3,   8469501
     0,     2,   8469502
     0,     1,   8469507
     0,     4,   8469519
     0,     4,   8640119
     0,     0,   8706902
     0,     2,   8706916
     0,     4,   8706926
     0,     3,   8754060
     0,     2,   8754062
     0,     1,   8754068
     0,     4,   8754075
     0,     3,   8898068
     0,     2,   8898073
     0,     4,   8898088
     0,     0,   9455863
     0,     2,   9455873
     0,     4,   9455891
     0,     0,   9497150
     0,     3,   9497157
     0,     2,   9612183
     0,     0,   9745119
     0,     3,   9745130
     0,     1,   9745136
     0,     2,   9745136
     0,     4,   9745149
     0,     4,   9790867
     0,     0,  10223976
     0,     0,  10475772
     0,     3,  10475778
     0,     2,  10475783
     0,     1,  10475791
     0,     4,  10475801
